Price,Adj Close,Adj Close,Adj Close,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Ticker,AAPL,GOOGL,MSFT,AAPL,GOOGL,MSFT,AAPL,GOOGL,MSFT,AAPL,GOOGL,MSFT,AAPL,GOOGL,MSFT,AAPL,GOOGL,MSFT
Date,,,,,,,,,,,,,,,,,,
2023-01-03,124.04804229736328,89.12000274658203,236.60923767089844,125.06999969482422,89.12000274658203,239.5800018310547,130.89999389648438,91.05000305175781,245.75,124.16999816894531,88.5199966430664,237.39999389648438,130.27999877929688,89.58999633789062,243.0800018310547,112117500,28131200,25740000
2023-01-04,125.32750701904297,88.08000183105469,226.25918579101562,126.36000061035156,88.08000183105469,229.10000610351562,128.66000366210938,90.6500015258789,232.8699951171875,125.08000183105469,87.2699966430664,225.9600067138672,126.88999938964844,90.3499984741211,232.27999877929688,89113600,34854800,50623400
2023-01-05,123.99845123291016,86.19999694824219,219.55335998535156,125.0199966430664,86.19999694824219,222.30999755859375,127.7699966430664,87.56999969482422,227.5500030517578,124.76000213623047,85.9000015258789,221.75999450683594,127.12999725341797,87.47000122070312,227.1999969482422,80962700,27194400,39585600
2023-01-06,128.56085205078125,87.33999633789062,222.14085388183594,129.6199951171875,87.33999633789062,224.92999267578125,130.2899932861328,87.69000244140625,225.75999450683594,124.88999938964844,84.86000061035156,219.35000610351562,126.01000213623047,86.79000091552734,223.0,87754700,41381500,43613600
2023-01-09,129.08651733398438,88.0199966430664,224.30374145507812,130.14999389648438,88.0199966430664,227.1199951171875,133.41000366210938,90.05000305175781,231.24000549316406,129.88999938964844,87.86000061035156,226.41000366210938,130.47000122070312,88.36000061035156,226.4499969482422,70790800,29003900,27369800
2023-01-10,129.6617889404297,88.41999816894531,226.01226806640625,130.72999572753906,88.41999816894531,228.85000610351562,131.25999450683594,88.66999816894531,231.30999755859375,128.1199951171875,85.83000183105469,227.3300018310547,130.25999450683594,85.9800033569336,227.75999450683594,63896200,30467800,27033900
2023-01-11,132.3992462158203,91.5199966430664,232.84646606445312,133.49000549316406,91.5199966430664,235.77000427246094,133.50999450683594,91.5999984741211,235.9499969482422,130.4600067138672,89.01000213623047,231.11000061035156,131.25,89.18000030517578,231.2899932861328,69458900,26862000,28669300
2023-01-12,132.31991577148438,91.12999725341797,235.552490234375,133.41000366210938,91.12999725341797,238.50999450683594,134.25999450683594,91.87000274658203,239.89999389648438,131.44000244140625,89.75,233.55999755859375,133.8800048828125,91.4800033569336,235.25999450683594,71379600,30258100,27269500
2023-01-13,133.65887451171875,92.12000274658203,236.2635498046875,134.75999450683594,92.12000274658203,239.22999572753906,134.9199981689453,92.19000244140625,239.3699951171875,131.66000366210938,90.12999725341797,234.9199981689453,132.02999877929688,90.8499984741211,237.0,57809700,26329200,21333300
2023-01-17,134.8292236328125,91.29000091552734,237.3696746826172,135.94000244140625,91.29000091552734,240.35000610351562,137.2899932861328,92.25,240.91000366210938,134.1300048828125,90.05000305175781,237.08999633789062,134.8300018310547,92.05999755859375,237.97000122070312,63646600,32602400,29831300
2023-01-18,134.10519409179688,91.12000274658203,232.88595581054688,135.2100067138672,91.12000274658203,235.80999755859375,138.61000061035156,92.80000305175781,242.3800048828125,135.02999877929688,90.63999938964844,235.52000427246094,136.82000732421875,92.13999938964844,241.57000732421875,69672800,29116700,30028700
2023-01-19,134.16470336914062,93.05000305175781,229.05409240722656,135.27000427246094,93.05000305175781,231.92999267578125,136.25,93.61000061035156,235.52000427246094,133.77000427246094,90.62999725341797,230.67999267578125,134.0800018310547,90.72000122070312,233.77999877929688,58280400,37000400,28623000
2023-01-20,136.74343872070312,98.0199966430664,237.2412872314453,137.8699951171875,98.0199966430664,240.22000122070312,138.02000427246094,98.30000305175781,240.74000549316406,134.22000122070312,95.0199966430664,234.50999450683594,135.27999877929688,95.0999984741211,234.86000061035156,80223600,63191100,35389800
2023-01-23,139.95700073242188,99.79000091552734,239.57200622558594,141.11000061035156,99.79000091552734,242.5800018310547,143.32000732421875,100.04000091552734,245.1699981689453,137.89999389648438,97.5,239.64999389648438,138.1199951171875,97.94999694824219,241.10000610351562,81760300,40005100,31934000
2023-01-24,141.36537170410156,97.69999694824219,239.0386962890625,142.52999877929688,97.69999694824219,242.0399932861328,143.16000366210938,99.61000061035156,243.9499969482422,140.3000030517578,97.19999694824219,240.44000244140625,140.30999755859375,98.0999984741211,242.5,66435100,33078500,40234400
2023-01-25,140.7008514404297,95.22000122070312,237.62643432617188,141.86000061035156,95.22000122070312,240.61000061035156,142.42999267578125,96.16000366210938,243.3000030517578,138.80999755859375,93.76000213623047,230.89999389648438,140.88999938964844,95.56999969482422,234.47999572753906,65799300,42330000,66526600
2023-01-26,142.78370666503906,97.5199966430664,244.9248046875,143.9600067138672,97.5199966430664,248.0,144.25,97.56999969482422,248.30999755859375,141.89999389648438,95.37999725341797,242.0,143.1699981689453,96.5,243.64999389648438,54105100,30114000,33454500
2023-01-27,144.7375946044922,99.37000274658203,245.08282470703125,145.92999267578125,99.37000274658203,248.16000366210938,147.22999572753906,100.31999969482422,249.8300018310547,143.0800018310547,97.30999755859375,246.8300018310547,143.16000366210938,97.30999755859375,248.99000549316406,70555800,33879800,26498900
2023-01-30,141.83154296875,96.94000244140625,239.70040893554688,143.0,96.94000244140625,242.7100067138672,145.5500030517578,98.29000091552734,245.60000610351562,142.85000610351562,96.4000015258789,242.1999969482422,144.9600067138672,97.4800033569336,244.50999450683594,64015300,27226200,25867400
2023-01-31,143.11099243164062,98.83999633789062,244.73716735839844,144.2899932861328,98.83999633789062,247.80999755859375,144.33999633789062,98.87999725341797,247.9499969482422,142.27999877929688,96.81999969482422,242.9499969482422,142.6999969482422,96.87000274658203,243.4499969482422,65874500,29870700,26541100
2023-02-01,144.24166870117188,100.43000030517578,249.61590576171875,145.42999267578125,100.43000030517578,252.75,146.61000061035156,101.19000244140625,255.17999267578125,141.32000732421875,97.58000183105469,245.47000122070312,143.97000122070312,98.70999908447266,248.0,77663600,35531100,31259900
2023-02-02,149.58767700195312,107.73999786376953,261.3190002441406,150.82000732421875,107.73999786376953,264.6000061035156,151.17999267578125,107.8499984741211,264.69000244140625,148.1699981689453,105.61000061035156,257.25,148.89999389648438,105.80000305175781,258.82000732421875,118339000,69883800,39940400
2023-02-03,153.23757934570312,104.77999877929688,255.14651489257812,154.5,104.77999877929688,258.3500061035156,157.3800048828125,107.80999755859375,264.20001220703125,147.8300018310547,102.58000183105469,257.1000061035156,148.02999877929688,102.93000030517578,259.5400085449219,154357300,65309300,29077300
2023-02-06,150.49020385742188,102.9000015258789,253.58604431152344,151.72999572753906,102.9000015258789,256.7699890136719,153.10000610351562,104.36000061035156,258.29998779296875,150.77999877929688,101.87999725341797,254.77999877929688,152.57000732421875,102.4000015258789,257.44000244140625,69858300,31999600,22518000
2023-02-07,153.38633728027344,107.63999938964844,264.24224853515625,154.64999389648438,107.63999938964844,267.55999755859375,155.22999572753906,108.18000030517578,268.7699890136719,150.63999938964844,103.12000274658203,260.0799865722656,150.63999938964844,103.22000122070312,260.5299987792969,83322600,49010200,50841400
2023-02-08,150.67864990234375,99.37000274658203,263.4225769042969,151.9199981689453,99.37000274658203,266.7300109863281,154.5800018310547,103.13999938964844,276.760009765625,151.1699981689453,98.04000091552734,266.2099914550781,153.8800048828125,102.05000305175781,273.20001220703125,64120100,94743500,54686000
2023-02-09,149.63722229003906,95.01000213623047,260.3511047363281,150.8699951171875,95.01000213623047,263.6199951171875,154.3300018310547,100.02999877929688,273.9800109863281,150.4199981689453,93.62999725341797,262.79998779296875,153.77999877929688,100.0,273.79998779296875,56007100,119455000,42375100
2023-02-10,150.0047607421875,94.56999969482422,259.8375244140625,151.00999450683594,94.56999969482422,263.1000061035156,151.33999633789062,96.75,264.0899963378906,149.22000122070312,94.25,260.6600036621094,149.4600067138672,95.44999694824219,261.5299987792969,57450700,54980700,25818500
2023-02-13,152.8258819580078,94.61000061035156,267.9556579589844,153.85000610351562,94.61000061035156,271.32000732421875,154.25999450683594,95.19999694824219,274.6000061035156,150.9199981689453,93.83999633789062,267.1499938964844,150.9499969482422,94.73999786376953,267.6400146484375,62199000,50076100,44630900
2023-02-14,152.18017578125,94.68000030517578,268.7951354980469,153.1999969482422,94.68000030517578,272.1700134277344,153.77000427246094,94.8499984741211,274.9700012207031,150.86000061035156,92.26000213623047,269.2799987792969,152.1199951171875,94.43000030517578,272.6700134277344,61707600,54726100,37047900
2023-02-15,154.2960205078125,96.94000244140625,266.64666748046875,155.3300018310547,96.94000244140625,269.32000732421875,155.5,97.12000274658203,270.7300109863281,152.8800048828125,94.1500015258789,266.17999267578125,153.11000061035156,94.48999786376953,268.32000732421875,65573800,50169000,28922400
2023-02-16,152.68678283691406,95.51000213623047,259.54779052734375,153.7100067138672,95.51000213623047,262.1499938964844,156.3300018310547,97.68000030517578,266.739990234375,153.35000610351562,94.73999786376953,261.8999938964844,153.50999450683594,95.37000274658203,264.0199890136719,68167900,42462600,29603600
2023-02-17,151.53451538085938,94.3499984741211,255.49842834472656,152.5500030517578,94.3499984741211,258.05999755859375,153.0,95.55999755859375,260.0899963378906,150.85000610351562,93.20999908447266,256.0,152.35000610351562,94.8499984741211,259.3900146484375,59144100,34284100,30000100
2023-02-21,147.49160766601562,91.79000091552734,250.1619110107422,148.47999572753906,91.79000091552734,252.6699981689453,151.3000030517578,93.0999984741211,255.49000549316406,148.41000366210938,91.72000122070312,251.58999633789062,150.1999969482422,93.0,254.47999572753906,58867200,33629300,28397400
2023-02-22,147.9187469482422,91.6500015258789,249.013427734375,148.91000366210938,91.6500015258789,251.50999450683594,149.9499969482422,92.11000061035156,254.33999633789062,147.16000366210938,90.61000061035156,250.33999633789062,148.8699951171875,91.69999694824219,254.08999633789062,51011300,30884000,22491100
2023-02-23,148.4054718017578,90.88999938964844,252.2410888671875,149.39999389648438,90.88999938964844,254.77000427246094,150.33999633789062,91.94000244140625,256.8399963378906,147.24000549316406,89.76000213623047,250.47999572753906,150.08999633789062,91.91999816894531,255.55999755859375,48394200,41206400,29219100
2023-02-24,145.7333984375,89.12999725341797,246.7461700439453,146.7100067138672,89.12999725341797,249.22000122070312,147.19000244140625,89.88999938964844,251.0,145.72000122070312,88.58000183105469,248.10000610351562,147.11000061035156,89.44000244140625,249.9600067138672,55469600,36585100,24990900
2023-02-27,146.93533325195312,89.87000274658203,247.67684936523438,147.9199981689453,89.87000274658203,250.16000366210938,149.1699981689453,90.16000366210938,252.82000732421875,147.4499969482422,89.33999633789062,249.38999938964844,147.7100067138672,89.87000274658203,252.4600067138672,44998500,27502300,21190000
2023-02-28,146.42872619628906,90.05999755859375,246.9441680908203,147.41000366210938,90.05999755859375,249.4199981689453,149.0800018310547,91.2300033569336,251.49000549316406,146.8300018310547,89.31999969482422,248.72999572753906,147.0500030517578,89.33000183105469,249.07000732421875,50547000,30142000,22491000
2023-03-01,144.3427276611328,90.36000061035156,243.82545471191406,145.30999755859375,90.36000061035156,246.27000427246094,147.22999572753906,91.02999877929688,250.92999267578125,145.00999450683594,89.66999816894531,245.7899932861328,146.8300018310547,89.9800033569336,250.75999450683594,55479000,31111200,27565300
2023-03-02,144.93873596191406,92.0,248.61740112304688,145.91000366210938,92.0,251.11000061035156,146.7100067138672,92.27999877929688,251.39999389648438,143.89999389648438,89.58999633789062,245.61000061035156,144.3800048828125,89.66000366210938,246.5500030517578,52238100,32204400,24808200
2023-03-03,150.02464294433594,93.6500015258789,252.7559051513672,151.02999877929688,93.6500015258789,255.2899932861328,151.11000061035156,93.7300033569336,255.6199951171875,147.3300018310547,92.44999694824219,251.38999938964844,148.0399932861328,92.4800033569336,252.19000244140625,70732300,35160100,30760100
2023-03-06,152.80601501464844,95.12999725341797,254.3202362060547,153.8300018310547,95.12999725341797,256.8699951171875,156.3000030517578,95.97000122070312,260.1199951171875,153.4600067138672,94.0,255.97999572753906,153.7899932861328,94.0199966430664,256.42999267578125,87558000,32639300,24109800
2023-03-07,150.59085083007812,93.86000061035156,251.62722778320312,151.60000610351562,93.86000061035156,254.14999389648438,154.02999877929688,95.66999816894531,257.69000244140625,151.1300048828125,93.52999877929688,253.38999938964844,153.6999969482422,94.9800033569336,256.29998779296875,56182000,27835500,21473200
2023-03-08,151.85238647460938,94.25,251.1816864013672,152.8699951171875,94.25,253.6999969482422,153.47000122070312,95.95999908447266,254.5399932861328,151.8300018310547,94.0,250.80999755859375,152.80999755859375,94.12000274658203,254.0399932861328,47204800,34103300,17340200
2023-03-09,149.5875701904297,92.31999969482422,249.81541442871094,150.58999633789062,92.31999969482422,252.32000732421875,154.5399932861328,95.52999877929688,259.55999755859375,150.22999572753906,91.9000015258789,251.5800018310547,153.55999755859375,94.05000305175781,255.82000732421875,53833600,28813500,26653400
2023-03-10,147.51145935058594,90.62999725341797,246.1224365234375,148.5,90.62999725341797,248.58999633789062,150.94000244140625,92.79000091552734,252.7899932861328,147.61000061035156,90.4000015258789,247.60000610351562,150.2100067138672,92.16999816894531,251.0800018310547,68572400,35941000,28333900
2023-03-13,149.46836853027344,91.11000061035156,251.39950561523438,150.47000122070312,91.11000061035156,253.9199981689453,153.13999938964844,92.56999969482422,257.9100036621094,147.6999969482422,89.41999816894531,245.72999572753906,147.80999755859375,90.08999633789062,247.39999389648438,84457100,37335600,33339700
2023-03-14,151.5742645263672,93.97000122070312,258.20135498046875,152.58999633789062,93.97000122070312,260.7900085449219,153.39999389648438,94.36000061035156,261.07000732421875,150.10000610351562,92.44000244140625,255.86000061035156,151.27999877929688,92.55999755859375,256.75,73695900,36050200,33620300
2023-03-15,151.97158813476562,96.11000061035156,262.8051452636719,152.99000549316406,96.11000061035156,265.44000244140625,153.25,96.93000030517578,266.4800109863281,149.9199981689453,92.63999938964844,259.2099914550781,151.19000244140625,93.22000122070312,259.9800109863281,77167900,50622100,46028000
2023-03-16,154.8125457763672,100.31999969482422,273.4583740234375,155.85000610351562,100.31999969482422,276.20001220703125,156.4600067138672,101.19000244140625,276.55999755859375,151.63999938964844,95.5,263.2799987792969,152.16000366210938,96.19999694824219,265.2099914550781,76161100,65492000,54768800
2023-03-17,153.96820068359375,101.62000274658203,276.6562805175781,155.0,101.62000274658203,279.42999267578125,156.74000549316406,102.83999633789062,283.3299865722656,154.27999877929688,100.0999984741211,276.32000732421875,156.0800018310547,100.26000213623047,278.260009765625,98944600,61028500,69527400
2023-03-20,156.35223388671875,101.22000122070312,269.5277404785156,157.39999389648438,101.22000122070312,272.2300109863281,157.82000732421875,101.75,277.4800109863281,154.14999389648438,99.87000274658203,269.8500061035156,155.07000732421875,100.12000274658203,276.9800109863281,73641400,32960400,43466600
2023-03-21,158.2197265625,104.91999816894531,271.0623474121094,159.27999877929688,104.91999816894531,273.7799987792969,159.39999389648438,105.0999984741211,275.0,156.5399932861328,101.22000122070312,269.5199890136719,157.32000732421875,101.25,274.8800048828125,73938300,42110300,34558700
2023-03-22,156.7793731689453,103.37000274658203,269.587158203125,157.8300018310547,103.37000274658203,272.2900085449219,162.13999938964844,106.58999633789062,281.0400085449219,157.80999755859375,103.33000183105469,272.17999267578125,159.3000030517578,104.2699966430664,273.3999938964844,75701800,43427400,34873300
2023-03-23,157.87203979492188,105.5999984741211,274.9039001464844,158.92999267578125,105.5999984741211,277.6600036621094,161.5500030517578,106.30000305175781,281.05999755859375,157.67999267578125,104.45999908447266,275.20001220703125,158.8300018310547,105.05999755859375,277.94000244140625,67622100,40797800,36610900
2023-03-24,159.1832733154297,105.44000244140625,277.78497314453125,160.25,105.44000244140625,280.57000732421875,160.33999633789062,105.48999786376953,280.6300048828125,157.85000610351562,103.83999633789062,275.2799987792969,158.86000061035156,104.98999786376953,277.239990234375,59196500,30393300,28172000
2023-03-27,157.22637939453125,102.45999908447266,273.6365966796875,158.27999877929688,102.45999908447266,276.3800048828125,160.77000427246094,104.76000213623047,281.4599914550781,157.8699951171875,101.93000030517578,275.5199890136719,159.94000244140625,104.62000274658203,280.5,52390300,31120900,26840200
2023-03-28,156.60055541992188,101.02999877929688,272.4980163574219,157.64999389648438,101.02999877929688,275.2300109863281,158.49000549316406,102.44999694824219,276.1400146484375,155.97999572753906,99.73999786376953,272.04998779296875,157.97000122070312,102.44000244140625,275.7900085449219,45992200,32057900,21878600
2023-03-29,159.69981384277344,101.38999938964844,277.7255859375,160.77000427246094,101.38999938964844,280.510009765625,161.0500030517578,102.48999786376953,281.1400146484375,159.35000610351562,100.6500015258789,278.4100036621094,159.3699951171875,102.27999877929688,278.9599914550781,51305700,28779600,25087000
2023-03-30,161.2792205810547,100.88999938964844,281.2304382324219,162.36000061035156,100.88999938964844,284.04998779296875,162.47000122070312,101.16000366210938,284.4599914550781,161.27000427246094,99.77999877929688,281.4800109863281,161.52999877929688,100.91000366210938,284.2300109863281,49501700,33086200,25053400
2023-03-31,163.8023223876953,103.7300033569336,285.438232421875,164.89999389648438,103.7300033569336,288.29998779296875,165.0,103.88999938964844,289.2699890136719,161.91000366210938,101.04000091552734,283.0,162.44000244140625,101.30000305175781,283.7300109863281,68749800,36863400,32766000
2023-04-03,165.06387329101562,104.36000061035156,284.3788757324219,166.1699981689453,104.36000061035156,287.2300109863281,166.2899932861328,104.52999877929688,288.2699890136719,164.22000122070312,101.93000030517578,283.95001220703125,164.27000427246094,102.38999938964844,286.5199890136719,56976200,25035400,24883300
2023-04-04,164.5274658203125,104.72000122070312,284.329345703125,165.6300048828125,104.72000122070312,287.17999267578125,166.83999633789062,105.58000183105469,290.45001220703125,165.11000061035156,104.04000091552734,285.6700134277344,166.60000610351562,104.33000183105469,287.2300109863281,46278300,24420100,25824300
2023-04-05,162.66990661621094,104.47000122070312,281.51751708984375,163.75999450683594,104.47000122070312,284.3399963378906,165.0500030517578,106.0999984741211,287.1499938964844,161.8000030517578,103.66000366210938,282.9200134277344,164.74000549316406,105.77999877929688,285.8500061035156,51511700,28290500,22064800
2023-04-06,163.5639190673828,108.41999816894531,288.7054748535156,164.66000366210938,108.41999816894531,291.6000061035156,164.9600067138672,109.16999816894531,292.0799865722656,162.0,104.33000183105469,282.0299987792969,162.42999267578125,105.26000213623047,283.2099914550781,45390100,48711500,29770300
2023-04-10,160.951416015625,106.44000244140625,286.51739501953125,162.02999877929688,106.44000244140625,289.3900146484375,162.02999877929688,107.58999633789062,289.6000061035156,160.0800018310547,105.12000274658203,284.7099914550781,161.4199981689453,106.9800033569336,289.2099914550781,47716900,27067400,23103000
2023-04-11,159.72959899902344,105.3499984741211,280.0225524902344,160.8000030517578,105.3499984741211,282.8299865722656,162.36000061035156,106.7300033569336,285.9800109863281,160.50999450683594,104.68000030517578,281.6400146484375,162.35000610351562,106.55000305175781,285.75,47644200,26311800,27276600
2023-04-12,159.03428649902344,104.63999938964844,280.676025390625,160.10000610351562,104.63999938964844,283.489990234375,162.05999755859375,106.75,287.010009765625,159.77999877929688,104.33999633789062,281.9599914550781,161.22000122070312,106.58000183105469,284.7900085449219,50133100,24370300,27403400
2023-04-13,164.4579315185547,107.43000030517578,286.9629211425781,165.55999755859375,107.43000030517578,289.8399963378906,165.8000030517578,107.48999786376953,289.8999938964844,161.4199981689453,105.83999633789062,283.1700134277344,161.6300048828125,105.83999633789062,283.5899963378906,68445600,24843600,24222700
2023-04-14,164.1102752685547,108.87000274658203,283.2997131347656,165.2100067138672,108.87000274658203,286.1400146484375,166.32000732421875,108.94000244140625,288.4800109863281,163.82000732421875,106.83999633789062,283.69000244140625,164.58999633789062,106.88999938964844,287.0,49386500,26578000,20987900
2023-04-17,164.130126953125,105.97000122070312,285.9332580566406,165.22999572753906,105.97000122070312,288.79998779296875,165.38999938964844,106.16000366210938,291.6000061035156,164.02999877929688,104.5199966430664,286.1600036621094,165.08999633789062,104.66000366210938,289.92999267578125,41516200,37571200,23836200
2023-04-18,165.36187744140625,104.5,285.5075378417969,166.47000122070312,104.5,288.3699951171875,167.41000366210938,106.54000091552734,291.760009765625,165.64999389648438,104.06999969482422,287.010009765625,166.10000610351562,106.48999786376953,291.57000732421875,49923000,26596400,20161800
2023-04-19,166.51416015625,104.18000030517578,285.5867614746094,167.6300048828125,104.18000030517578,288.45001220703125,168.16000366210938,104.9800033569336,289.04998779296875,165.5399932861328,103.06999969482422,284.5400085449219,165.8000030517578,103.58000183105469,285.989990234375,47720200,20905700,17150300
2023-04-20,165.54063415527344,105.29000091552734,283.2699890136719,166.64999389648438,105.29000091552734,286.1099853515625,167.8699951171875,106.25,289.0299987792969,165.55999755859375,103.87000274658203,285.0799865722656,166.08999633789062,103.91000366210938,285.25,52456400,27820800,23244400
2023-04-21,163.92152404785156,105.41000366210938,282.9234924316406,165.02000427246094,105.41000366210938,285.760009765625,166.4499969482422,106.0,286.2699890136719,164.49000549316406,104.77999877929688,283.05999755859375,165.0500030517578,105.47000122070312,285.010009765625,58337300,25800100,21676400
2023-04-24,164.22946166992188,105.97000122070312,278.9730529785156,165.3300018310547,105.97000122070312,281.7699890136719,165.60000610351562,106.62999725341797,284.95001220703125,163.88999938964844,104.69999694824219,278.7200012207031,165.0,105.48999786376953,282.0899963378906,41949600,23542800,26611000
2023-04-25,162.67984008789062,103.8499984741211,272.6861267089844,163.77000427246094,103.8499984741211,275.4200134277344,166.30999755859375,106.69000244140625,281.6000061035156,163.72999572753906,103.83999633789062,275.3699951171875,165.19000244140625,105.83000183105469,279.510009765625,48714100,46664100,45772200
2023-04-26,162.66990661621094,103.70999908447266,292.4380798339844,163.75999450683594,103.70999908447266,295.3699951171875,165.27999877929688,106.3499984741211,299.57000732421875,162.8000030517578,102.62999725341797,292.7300109863281,163.05999755859375,104.91999816894531,296.70001220703125,45498800,53347600,64599200
2023-04-27,167.2889404296875,107.58999633789062,301.8041687011719,168.41000366210938,107.58999633789062,304.8299865722656,168.55999755859375,108.37000274658203,305.20001220703125,165.19000244140625,103.54000091552734,295.25,165.19000244140625,104.44999694824219,295.9700012207031,64902300,50089200,46462600
2023-04-28,168.5504913330078,107.33999633789062,304.2100524902344,169.67999267578125,107.33999633789062,307.260009765625,169.85000610351562,107.3499984741211,308.92999267578125,167.8800048828125,105.08999633789062,303.30999755859375,168.49000549316406,107.04000091552734,304.010009765625,55209200,36139800,36446700
2023-05-01,168.46109008789062,107.19999694824219,302.52691650390625,169.58999633789062,107.19999694824219,305.55999755859375,170.4499969482422,107.98999786376953,308.6000061035156,168.63999938964844,106.81999969482422,305.1499938964844,169.27999877929688,106.83999633789062,306.9700012207031,52472900,26681700,21294100
